ข้อมูลสถิติการจับกุม|คดี|ยาเสพติด|ประจำปี|งบประมาณ
สถิติการรับเรื่องร้องเรียน|การทุจริต|ภาครัฐ|สำนักงาน
สรุปผลการดำเนินการมาตรการ|ริบทรัพย์สิน|คดียาเสพติด
ข้อมูลสถิติการคุมประพฤติ|คดีเมาแล้วขับ|เทศกาลปีใหม่|ตั้งแต่
ข้อมูลสถิติ|คดีสืบเสาะ|พินิจ|สำนักงานคุมประพฤติ|ทั่วประเทศ|ปีงบประมาณ|กรมคุมประพฤติ
สถิติแสดงผล|การดำเนินงาน|ด้านปราบปรามการทุจริต|คณะกรรมการ|ตั้งแต่|ปีงบประมาณ
ข้อมูลสถิติ|คดีฟื้นฟู|จําแนก|ชนิดยาเสพติด|สํานักงานคุมประพฤติ|ทั่วประเทศ|ปีงบประมาณ
ข้อมูลสถิติการคุมความประพฤติ|คดีเมาแล้วขับ|เทศกาลสงกรานต์|ตั้งแต่
ข้อมูลสถิติงานควบคุม|สอดส่อง|ภารกิจ|เพศ|อายุ|ผู้ถูกคุม|ประพฤติ|สํานักงานคุมประพฤติ|ทั่วประเทศ|ปีงบประมาณ
ข้อมูลสถิติ|คดีตรวจพิสูจน์|จําแนก|ชนิดยาเสพติด|สํานักงานคุมประพฤติ|ทั่วประเทศ|ปีงบประมาณ
ข้อมูลสถิติ|คดีควบคุม|สอดส่อง|สํานักงานคุมประพฤติ|กรมคุมประพฤติ|ปีงบประมาณ
ข้อมูลสถิติรายงาน|อายุ|เพศ|จําเลย|งานสืบเสาะและพินิจ|สํานักงานคุมประพฤติ|ทั่วประเทศ|ประจํา|ปีงบประมาณ|กรมคุมประพฤติ
สถิติผลการดำเนินงาน|ด้านการตรวจสอบทรัพย์สิน|หนี้สิน|ตั้งแต่|ปีงบประมาณ
ข้อมูลสถิติการคุมประพฤติทั้งผู้ใหญ่|เด็ก|ตั้งแต่
ข้อมูลสถิติ|คดีควบคุม|สอดส่อง|จําแนก|ฐานความผิด|สํานักงานคุมประพฤติ|ทั่วประเทศ|ปีงบประมาณ
ข้อมูลสถิติ|คดีฟื้นฟู|จําแนก|ฐานความผิด|สํานักงานคุมประพฤติ|ทั่วประเทศ|ปีงบประมาณ
